IndexTicker,Ticker,UniqueId,Weight,Exposure
MCX Index,BTG LN Equity,EQ0017054900001000,0.502754,-0.000211953452155227
MCX Index,INPP LN Equity,EQ0000000002892235,0.509942,-0.000214983803806515
MCX Index,IBST LN Equity,EQ0000000045483544,0.291429,-0.000122862041093946
MCX Index,SCT LN Equity,EQ0000000011645429,0.204161,-8.60711774455564e-05
MCX Index,SAGA LN Equity,EQ0000000004353478,0.353385,-0.000148981749901293
MCX Index,SPI LN Equity,EQ0000000036290355,0.177899,-7.49995170301235e-05
MCX Index,CSP LN Equity,EQ0000000047491138,0.385772,-0.000162635617309512
MCX Index,AUTO LN Equity,EQ0000000041367171,0.999757,-0.000421482370038534
MCX Index,VED LN Equity,EQ0000000000824151,0.135317,-5.70475924314652e-05
MCX Index,BEZ LN Equity,EQ0000000048264712,0.770462,-0.000324815079849032
MCX Index,AA/ LN Equity,EQ0000000006846232,0.191445,-8.07103049361266e-05
MCX Index,FXPO LN Equity,EQ0000000003556186,0.135375,-5.70720443507438e-05
MCX Index,BAG LN Equity,EQ0011116600001000,0.144793,-6.10425301398135e-05
MCX Index,CNE LN Equity,EQ0011132300001000,0.367056,-0.00015474523590919
MCX Index,CARD LN Equity,EQ0000000035086013,0.158508,-6.68245658795767e-05
MCX Index,CEY LN Equity,EQ0000000000075127,0.325534,-0.000137240191214589
MCX Index,CKN LN Equity,EQ0011138100001000,0.143788,-6.06188374005891e-05
MCX Index,CCC LN Equity,EQ0034904900001000,0.260591,-0.000109861208564393
MCX Index,DJAN LN Equity,EQ0011144800001000,0.067517,-2.84641419643891e-05
MCX Index,ERM LN Equity,EQ0011154500001000,0.180744,-7.61989258292213e-05
MCX Index,HOC LN Equity,EQ0000000002889398,0.119996,-5.05884914785732e-05
MCX Index,INDV LN Equity,EQ0000000028058660,0.701347,-0.000295677245350036
MCX Index,IPO LN Equity,EQ0000000000767042,0.322293,-0.000135873834828693
MCX Index,FSJ LN Equity,EQ0011159300001000,0.18108,-7.63405783271112e-05
MCX Index,JLG LN Equity,EQ0000000040596079,0.34284,-0.000144536138025551
MCX Index,JUST LN Equity,EQ0000000032552646,0.318704,-0.000134360766927124
MCX Index,MSLH LN Equity,EQ0011193000001000,0.204245,-8.61065905700289e-05
MCX Index,MDC LN Equity,EQ0000000030340082,0.521552,-0.000219878403510391
MCX Index,OSB LN Equity,EQ0000000021500770,0.250354,-0.000105545444811716
MCX Index,POLY LN Equity,EQ0000000020518786,0.390176,-0.000164492276835426
MCX Index,RNK LN Equity,EQ0011214500001000,0.082792,-3.49038500157842e-05
MCX Index,SOPH LN Equity,EQ0000000043334825,0.524651,-0.000221184894852536
MCX Index,SDRY LN Equity,EQ0000000009800728,0.142145,-5.99261735492999e-05
MCX Index,TED LN Equity,EQ0022590300001000,0.155854,-6.57056797801723e-05
MCX Index,UDG LN Equity,EQ0011244900001001,0.520478,-0.000219425621418921
MCX Index,VM/ LN Equity,EQ0000000005482866,0.262411,-0.000110628492927963
MCX Index,WIZZ LN Equity,EQ0000000035504534,0.505137,-0.000212958088769726
MCX Index,ZPG LN Equity,EQ0000000035504756,0.364337,-0.000153598946796801
MCX Index,RDI LN Equity,EQ0000000001248562,0.112322,-4.73532496071228e-05
MCX Index,BBOX LN Equity,EQ0000000032583651,0.58158,-0.000245185296794132
MCX Index,WKP LN Equity,EQ0012675200001000,0.330144,-0.000139183697212424
MCX Index,ASL LN Equity,EQ0013602200060000,0.326436,-0.000137620460717853
MCX Index,ATST LN Equity,EQ0014847900060000,0.644288,-0.000271622037382471
MCX Index,BNKR LN Equity,EQ0010251200060000,0.271088,-0.000114286584369008
MCX Index,BTEM LN Equity,EQ0013600300060000,0.216917,-9.14489133475922e-05
MCX Index,CLDN LN Equity,EQ0011132700001000,0.231233,-9.74843215612597e-05
MCX Index,CTY LN Equity,EQ0014849900060000,0.38651,-0.000162946746903091
MCX Index,EFM LN Equity,EQ0012650500060000,0.177093,-7.46597196691137e-05
MCX Index,EDIN LN Equity,EQ0014848800060000,0.337007,-0.000142077033798789
MCX Index,FCPT LN Equity,EQ0000000008562042,0.200792,-8.46508582033207e-05
MCX Index,FCSS LN Equity,EQ0000000010171393,0.226253,-9.53848291818196e-05
MCX Index,FEV LN Equity,EQ0013605100060000,0.23515,-9.91356692821969e-05
MCX Index,FGT LN Equity,EQ0014744500060000,0.342821,-0.000144528127914063
MCX Index,FRCL LN Equity,EQ0011566500060000,0.951927,-0.000401317968329976
MCX Index,GSS LN Equity,EQ0014242000001000,0.238318,-0.000100471249976588
MCX Index,HRI LN Equity,EQ0013619900060000,0.235652,-9.93473048594015e-05
MCX Index,JAM LN Equity,EQ0014745800060000,0.239985,-0.00010117403186344
MCX Index,JMG LN Equity,EQ0012999700060000,0.26409,-0.000111336333832598
MCX Index,MNKS LN Equity,EQ0014849300060000,0.45908,-0.000193541156938426
MCX Index,MYI LN Equity,EQ0014849600060000,0.357906,-0.00015088773485058
MCX Index,NBLS LN Equity,EQ0000000017251981,0.215619,-9.09016962575293e-05
MCX Index,PLI LN Equity,EQ0018612600060000,0.218425,-9.20846632488363e-05
MCX Index,PNL LN Equity,EQ0017106000060000,0.208777,-8.80172129522824e-05
MCX Index,PCT LN Equity,EQ0728908600060000,0.424883,-0.000179124221014789
MCX Index,SDP LN Equity,EQ0017332300060000,0.192159,-8.10113164941427e-05
MCX Index,SCIN LN Equity,EQ0012998900060000,0.17449,-7.35623343952819e-05
MCX Index,TMPL LN Equity,EQ0014744900060000,0.223764,-9.43355045769147e-05
MCX Index,TRY LN Equity,EQ0014769200060000,0.337989,-0.000142491030087265
MCX Index,UKCM LN Equity,EQ0000000002800605,0.145497,-6.13393258496781e-05
MCX Index,WTAN LN Equity,EQ0012999300060000,0.488134,-0.000205789882157754
MCX Index,WWH LN Equity,EQ0017010600060000,0.332953,-0.000140367928958177
MCX Index,BCA LN Equity,EQ0000000038395958,0.423666,-0.000178611152294753
MCX Index,MCS LN Equity,EQ0000000023058275,0.132183,-5.57263456207894e-05
MCX Index,DOM LN Equity,EQ0119701200001000,0.421555,-0.000177721186749974
MCX Index,ICP LN Equity,EQ0014825500001000,0.775426,-0.00032690782687143
MCX Index,SAFE LN Equity,EQ0000000003253507,0.28415,-0.000119793325224479
MCX Index,AGR LN Equity,EQ0000000000844147,0.34191,-0.000144144064147463
MCX Index,HSTG LN Equity,EQ0000000045213807,0.197615,-8.33114832455936e-05
MCX Index,HVPE LN Equity,EQ0000000010270770,0.259514,-0.000109407161718478
MCX Index,ASCL LN Equity,EQ0000000047493064,0.450011,-0.000189717804249843
MCX Index,CYBG LN Equity,EQ0000000046748801,0.712571,-0.000300409113315264
MCX Index,HILS LN Equity,EQ0011173900001000,0.294306,-0.000124074940607128
MCX Index,MTRO LN Equity,EQ0000000010459449,0.671176,-0.000282957609892187
MCX Index,JII LN Equity,EQ0014821700060000,0.182762,-7.70496839861912e-05
MCX Index,CTEC LN Equity,EQ0000000004567745,0.78355,-0.000330332781909697
MCX Index,JD/ LN Equity,EQ0019496800001000,0.402296,-0.000169601884795027
MCX Index,IWG LN Equity,EQ0000000052670512,0.550932,-0.000232264565379457
MCX Index,NRR LN Equity,EQ0000000051198636,0.204448,-8.61921722875041e-05
MCX Index,NXG LN Equity,EQ0000000048314741,0.819218,-0.000345369869096418
MCX Index,SYNC LN Equity,EQ0000000026904479,0.243726,-0.000102751180656911
MCX Index,CLI LN Equity,EQ0014822600001000,0.090287,-3.8063628205323e-05
MCX Index,STOB LN Equity,EQ0000000001522015,0.175081,-7.38114910210347e-05
MCX Index,COA LN Equity,EQ0011122400001000,0.277657,-0.000117055975019719
MCX Index,FDM LN Equity,EQ0000000035891047,0.20997,-8.85201636367547e-05
MCX Index,TBCG LN Equity,EQ0000000051158735,0.153471,-6.47010431656731e-05
MCX Index,PSH LN Equity,EQ0000000056460096,0.608531,-0.000256547429147202
MCX Index,VEIL LN Equity,EQ0000000000103783,0.208521,-8.79092872396044e-05
MCX Index,PIN LN Equity,EQ0011678500060000,0.276828,-0.000116706481207961
MCX Index,ALFA LN Equity,EQ0000000056634481,0.042171,-1.77786532396323e-05
MCX Index,EQN LN Equity,EQ0000000028058645,0.202745,-8.5474213347306e-05
MCX Index,SEQI LN Equity,EQ0000000041391562,0.23516,-9.91398851303484e-05
MCX Index,JEO LN Equity,EQ0702697200060000,0.210405,-8.87035530313444e-05
MCX Index,GLO LN Equity,EQ0000000060372129,0.105586,-4.45134542922817e-05
MCX Index,FCS LN Equity,EQ0012664500060000,0.214012,-9.02242094595855e-05
MCX Index,RHIM LN Equity,EQ0000000060378756,0.283273,-0.000119423595341594
MCX Index,TIFS LN Equity,EQ0000000024537056,0.102953,-4.34034214739954e-05
MCX Index,3IN LN Equity,EQ0000000003245025,0.30715,-0.000129489775972897
MCX Index,BGFD LN Equity,EQ0012988500060000,0.192104,-8.09881293293096e-05
MCX Index,BAKK LN Equity,EQ0000000060520806,0.070864,-2.98751863406915e-05
MCX Index,CCFS LN Equity,EQ0000000046885485,0.120434,-5.07731456276083e-05
MCX Index,GAW LN Equity,EQ0015489800001000,0.227712,-9.59999214271215e-05
MCX Index,GPOR IX Equity,EQ0000000002861358,0.508536,-0.000214391055556416
MCX Index,JFJ LN Equity,EQ0013605300060000,0.19125,-8.06280958971727e-05
MCX Index,OTB LN Equity,EQ0000000045311511,0.136073,-5.73663105517175e-05
MCX Index,VOF LN Equity,EQ0000000000766711,0.160862,-6.78169765344365e-05
MCX Index,SSPG LN Equity,EQ0000000009968454,0.735687,-0.000310154467902239
MCX Index,PHP PZ Equity,EQ0000000002543379,0.211799,-8.92912422636615e-05
MCX Index,BGEO LN Equity,EQ0000000064731081,0.17158,-7.23355225831994e-05
MCX Index,FSV LN Equity,EQ0015643700001000,0.125642,-5.29687593449023e-05
MCX Index,MRCM IX Equity,EQ0000000002864122,0.445813,-0.00018794799119585
MCX Index,ENOG LN Equity,EQ0000000062950247,0.097262,-4.10041822909846e-05
MCX Index,IHP LN Equity,EQ0000000062270693,0.175999,-7.41985058813411e-05
MCX Index,QLT LN Equity,EQ0000000039646776,0.649571,-0.000273849269960901
MDAX Index,TLX GR Equity,EQ0141664600001000,0.81906,-2.89569137720051e-05
MDAX Index,RTL BB Equity,EQ0011882400001002,1.069862,-3.78237268111554e-05
MDAX Index,RHM GR Equity,EQ0011789400001000,2.003735,-7.08397206760783e-05
MDAX Index,PUM GR Equity,EQ0011839200001000,2.046702,-7.23587689924919e-05
MDAX Index,SZG GR Equity,EQ0011839000001000,0.704594,-2.49101014605428e-05
MDAX Index,SY1 GR Equity,EQ0000000000563402,4.528175,-0.000160088361071899
MDAX Index,FRA GR Equity,EQ0021907900001000,1.516585,-5.36170989584602e-05
MDAX Index,OSR GR Equity,EQ0000000028283373,1.668957,-5.90040338170395e-05
MDAX Index,LXS GR Equity,EQ0000000001349521,2.71855,-9.61111737050821e-05
MDAX Index,HNR1 GR Equity,EQ0015390200001000,3.168458,-0.000112017147823383
MDAX Index,AIR FP Equity,EQ0087628500001000,10.075723,-0.000356215469076269
MDAX Index,SDF GR Equity,EQ0011766700001000,2.000494,-7.07251388902078e-05
MDAX Index,CEC GR Equity,EQ0019131500001000,0.573127,-2.02622385654384e-05
MDAX Index,HOT GR Equity,EQ0011666700001000,1.388602,-4.90924088316288e-05
MDAX Index,ARL GR Equity,EQ0018079600001000,1.114287,-3.93943210219841e-05
MDAX Index,NDA GR Equity,EQ0018073200001000,1.164155,-4.11573461678615e-05
MDAX Index,SPR GR Equity,EQ0011843800001000,1.512844,-5.3484840254066e-05
MDAX Index,BNR GR Equity,EQ0000000000873260,3.725688,-0.000131717366441279
MDAX Index,EVD GR Equity,EQ0113532100001000,1.136409,-4.01764186051456e-05
MDAX Index,DEQ GR Equity,EQ0147745000001000,0.799421,-2.82625997662322e-05
MDAX Index,PBB GR Equity,EQ0013591300001000,0.868995,-3.07223076249647e-05
MDAX Index,DWNI GR Equity,EQ0000000002399907,6.911387,-0.000244344049769195
MDAX Index,DUE GR Equity,EQ0011745700001000,0.968853,-3.42526710848393e-05
MDAX Index,EVK GR Equity,EQ0000000000414951,2.167467,-7.66282751235155e-05
MDAX Index,FIE GR Equity,EQ0015374000001000,0.698112,-2.46809378888019e-05
MDAX Index,G1A GR Equity,EQ0011582600001000,2.224417,-7.86416761433623e-05
MDAX Index,GXI GR Equity,EQ0000000003574761,1.078448,-3.8127274856044e-05
MDAX Index,HLE GR Equity,EQ0092468500001000,1.045289,-3.69549769733908e-05
MDAX Index,BOSS GR Equity,EQ0011830400001000,2.37822,-8.40792023427564e-05
MDAX Index,KGX GR Equity,EQ0000000002960869,2.035997,-7.19803061669e-05
MDAX Index,LEG GR Equity,EQ0000000028025996,2.906546,-0.000102757553654636
MDAX Index,LEO GR Equity,EQ0011773400001000,0.702279,-2.48282573277782e-05
MDAX Index,MTX GR Equity,EQ0000000000844924,4.189177,-0.00014810348102052
MDAX Index,NOEJ GR Equity,EQ0000000002409477,0.925063,-3.27045265605357e-05
MDAX Index,PSM GR Equity,EQ0022153900001000,2.45854,-8.69188225343998e-05
MDAX Index,TEG GR Equity,EQ0015162700001000,1.36323,-4.81954112780633e-05
MDAX Index,WCH GR Equity,EQ0015612600001000,0.831283,-2.93890437222349e-05
MDAX Index,ZAL GR Equity,EQ0000000019316773,3.431718,-0.000121324398964469
MDAX Index,FPE3 GR Equity,EQ0011826100100000,1.450753,-5.12896851579588e-05
MDAX Index,JUN3 GR Equity,EQ0011831700100000,0.753367,-2.66344141548534e-05
MDAX Index,SAX GR Equity,EQ0000000002022379,0.649453,-2.29606555319147e-05
MDAX Index,SHA GR Equity,EQ0000000045309207,0.914677,-3.23373416089619e-05
MDAX Index,UN01 GR Equity,EQ0000000039600618,2.442479,-8.63510045575822e-05
MDAX Index,IGY GR Equity,EQ0000000051216176,2.315787,-8.1871956234379e-05
MDAX Index,G24 GR Equity,EQ0000000000872660,2.446057,-8.64775005865377e-05
MDAX Index,B4B GR Equity,EQ0000000048864326,0.880657,-3.11346040726109e-05
MDAX Index,GYC GR Equity,EQ0000000024750906,1.160278,-4.10202793416289e-05
MDAX Index,ALCRE FP Equity,EQ0000000039952845,2.412949,-8.53070057495739e-05
MDAX Index,DHER GR Equity,EQ0000000020903824,2.573488,-9.09826753953189e-05
MDAX Index,RKET GR Equity,EQ0000000017835457,1.079603,-3.81681085378337e-05
NDX Index,AAPL US Equity,EQ0010169500001000,0.009708738,-0.000115935420049541
NDX Index,ADBE US Equity,EQ0010168900001000,0.009708738,-0.000115935420049541
NDX Index,ADI US Equity,EQ0010009700001000,0.009708738,-0.000115935420049541
NDX Index,ADP US Equity,EQ0010013700001000,0.009708738,-0.000115935420049541
NDX Index,ADSK US Equity,EQ0010169700001000,0.009708738,-0.000115935420049541
NDX Index,ALXN US Equity,EQ0017148100001000,0.009708738,-0.000115935420049541
NDX Index,AMAT US Equity,EQ0010203200001000,0.009708738,-0.000115935420049541
NDX Index,AMGN US Equity,EQ0010169300001000,0.009708738,-0.000115935420049541
NDX Index,AMZN US Equity,EQ0021695200001000,0.009708738,-0.000115935420049541
NDX Index,BIIB US Equity,EQ0010459700001000,0.009708738,-0.000115935420049541
NDX Index,CA US Equity,EQ0010037400001000,0.009708738,-0.000115935420049541
NDX Index,CELG US Equity,EQ0010280600001000,0.009708738,-0.000115935420049541
NDX Index,CERN US Equity,EQ0010282200001000,0.009708738,-0.000115935420049541
NDX Index,CMCSA US Equity,EQ0010171200002000,0.009708738,-0.000115935420049541
NDX Index,COST US Equity,EQ0010175800001000,0.009708738,-0.000115935420049541
NDX Index,CSCO US Equity,EQ0010171100001000,0.009708738,-0.000115935420049541
NDX Index,CSX US Equity,EQ0010041500001000,0.009708738,-0.000115935420049541
NDX Index,CTAS US Equity,EQ0010171000001000,0.009708738,-0.000115935420049541
NDX Index,CTSH US Equity,EQ0031386200001000,0.009708738,-0.000115935420049541
NDX Index,CTXS US Equity,EQ0017137800001000,0.009708738,-0.000115935420049541
NDX Index,DLTR US Equity,EQ0015976500001000,0.009708738,-0.000115935420049541
NDX Index,EA US Equity,EQ0010367800001000,0.009708738,-0.000115935420049541
NDX Index,EBAY US Equity,EQ0034854600001000,0.009708738,-0.000115935420049541
NDX Index,ESRX US Equity,EQ0010369500001000,0.009708738,-0.000115935420049541
NDX Index,EXPE US Equity,EQ0000000001885316,0.009708738,-0.000115935420049541
NDX Index,FAST US Equity,EQ0010375700001000,0.009708738,-0.000115935420049541
NDX Index,FISV US Equity,EQ0010388200001000,0.009708738,-0.000115935420049541
NDX Index,FOXA US Equity,EQ0010106900009100,0.009708738,-0.000115935420049541
NDX Index,GILD US Equity,EQ0010416100001000,0.009708738,-0.000115935420049541
NDX Index,GOOGL US Equity,EQ0000000044666717,0.009708738,-0.000115935420049541
NDX Index,HAS US Equity,EQ0010431400001000,0.009708738,-0.000115935420049541
NDX Index,INTC US Equity,EQ0010172900001000,0.009708738,-0.000115935420049541
NDX Index,INTU US Equity,EQ0011663200001000,0.009708738,-0.000115935420049541
NDX Index,ISRG US Equity,EQ0031396300001000,0.009708738,-0.000115935420049541
NDX Index,KLAC US Equity,EQ0010173200001000,0.009708738,-0.000115935420049541
NDX Index,LRCX US Equity,EQ0010512000001000,0.009708738,-0.000115935420049541
NDX Index,MAR US Equity,EQ0031367300002000,0.009708738,-0.000115935420049541
NDX Index,MCHP US Equity,EQ0011674900001000,0.009708738,-0.000115935420049541
NDX Index,MDLZ US Equity,EQ0117656400001000,0.009708738,-0.000115935420049541
NDX Index,MSFT US Equity,EQ0010174300001000,0.009708738,-0.000115935420049541
NDX Index,MU US Equity,EQ0010099500001000,0.009708738,-0.000115935420049541
NDX Index,MYL US Equity,EQ0010102800001000,0.009708738,-0.000115935420049541
NDX Index,NFLX US Equity,EQ0087032100001000,0.009708738,-0.000115935420049541
NDX Index,NVDA US Equity,EQ0031365700001000,0.009708738,-0.000115935420049541
NDX Index,ORLY US Equity,EQ0011714200001000,0.009708738,-0.000115935420049541
NDX Index,PAYX US Equity,EQ0010599500001000,0.009708738,-0.000115935420049541
NDX Index,PCAR US Equity,EQ0010175400001000,0.009708738,-0.000115935420049541
NDX Index,QCOM US Equity,EQ0010637000001000,0.009708738,-0.000115935420049541
NDX Index,REGN US Equity,EQ0010647000001000,0.009708738,-0.000115935420049541
NDX Index,ROST US Equity,EQ0010658600001000,0.009708738,-0.000115935420049541
NDX Index,SBUX US Equity,EQ0010669100001000,0.009708738,-0.000115935420049541
NDX Index,STX US Equity,EQ0000000000171872,0.009708738,-0.000115935420049541
NDX Index,SYMC US Equity,EQ0010715200001000,0.009708738,-0.000115935420049541
NDX Index,TXN US Equity,EQ0010146000001000,0.009708738,-0.000115935420049541
NDX Index,VRTX US Equity,EQ0010774100001000,0.009708738,-0.000115935420049541
NDX Index,WBA US Equity,EQ0010161700001000,0.009708738,-0.000115935420049541
NDX Index,WDC US Equity,EQ0010164300001000,0.009708738,-0.000115935420049541
NDX Index,WYNN US Equity,EQ0000000000206133,0.009708738,-0.000115935420049541
NDX Index,XLNX US Equity,EQ0010794700001000,0.009708738,-0.000115935420049541
NDX Index,XRAY US Equity,EQ0010795600001000,0.009708738,-0.000115935420049541
NDX Index,FB US Equity,EQ0000000002815382,0.009708738,-0.000115935420049541
NDX Index,GOOG US Equity,EQ0000000044670269,0.009708738,-0.000115935420049541
NDX Index,INCY US Equity,EQ0012625500001000,0.009708738,-0.000115935420049541
NDX Index,ATVI US Equity,EQ0010227300001000,0.009708738,-0.000115935420049541
NDX Index,AAL US Equity,EQ0000000033024206,0.009708738,-0.000115935420049541
NDX Index,BIDU US Equity,EQ0000000001875002,0.009708738,-0.000115935420049541
NDX Index,BMRN US Equity,EQ0036999800001000,0.009708738,-0.000115935420049541
NDX Index,CHTR US Equity,EQ0000000008058323,0.009708738,-0.000115935420049541
NDX Index,CHKP US Equity,EQ0017192200001000,0.009708738,-0.000115935420049541
NDX Index,CTRP US Equity,EQ0000000000850503,0.009708738,-0.000115935420049541
NDX Index,DISH US Equity,EQ0017102700001000,0.009708738,-0.000115935420049541
NDX Index,HSIC US Equity,EQ0017096700001000,0.009708738,-0.000115935420049541
NDX Index,ILMN US Equity,EQ0039305100001000,0.009708738,-0.000115935420049541
NDX Index,JD US Equity,EQ0000000033979681,0.009708738,-0.000115935420049541
NDX Index,KHC US Equity,EQ0000000031977537,0.009708738,-0.000115935420049541
NDX Index,LBTYA US Equity,EQ0000000001824479,0.009708738,-0.000115935420049541
NDX Index,LBTYK US Equity,EQ0000000001917762,0.009708738,-0.000115935420049541
NDX Index,MXIM US Equity,EQ0010557400001000,0.009708738,-0.000115935420049541
NDX Index,MNST US Equity,EQ0000000042985097,0.009708738,-0.000115935420049541
NDX Index,NTES US Equity,EQ0088365700009000,0.009708738,-0.000115935420049541
NDX Index,PYPL US Equity,EQ0000000037866737,0.009708738,-0.000115935420049541
NDX Index,SIRI US Equity,EQ0012998400001000,0.009708738,-0.000115935420049541
NDX Index,SWKS US Equity,EQ0010194600001000,0.009708738,-0.000115935420049541
NDX Index,TSLA US Equity,EQ0000000003531703,0.009708738,-0.000115935420049541
NDX Index,TMUS US Equity,EQ0000000001040791,0.009708738,-0.000115935420049541
NDX Index,FOX US Equity,EQ0010106900009000,0.009708738,-0.000115935420049541
NDX Index,9999996D US Equity,EQ0000000003725229,0.009708738,-0.000115935420049541
NDX Index,VRSK US Equity,EQ0000000006745115,0.009708738,-0.000115935420049541
NDX Index,VOD US Equity,EQ0010160500009000,0.009708738,-0.000115935420049541
NDX Index,HOLX US Equity,EQ0010446300001000,0.009708738,-0.000115935420049541
NDX Index,JBHT US Equity,EQ0010482500001000,0.009708738,-0.000115935420049541
NDX Index,SHPG US Equity,EQ0017994100009000,0.009708738,-0.000115935420049541
NDX Index,IDXX US Equity,EQ0010460100001000,0.009708738,-0.000115935420049541
NDX Index,ASML US Equity,EQ0016320500001000,0.009708738,-0.000115935420049541
NDX Index,SNPS US Equity,EQ0010691800001000,0.009708738,-0.000115935420049541
NDX Index,MELI US Equity,EQ0000000003531647,0.009708738,-0.000115935420049541
NDX Index,ALGN US Equity,EQ0174518500001000,0.009708738,-0.000115935420049541
NDX Index,CDNS US Equity,EQ0010025400001000,0.009708738,-0.000115935420049541
NDX Index,TTWO US Equity,EQ0022517100001000,0.009708738,-0.000115935420049541
NDX Index,WDAY US Equity,EQ0000000005710817,0.009708738,-0.000115935420049541
NDX Index,BKNG US Equity,EQ0038634600001000,0.009708738,-0.000115935420049541
NDX Index,AVGO US Equity,EQ0000000064140772,0.009708738,-0.000115935420049541
NDX Index,QRTEA US Equity,EQ0000000002502796,0.009708738,-0.000115935420049541
RUKM150 Index,SHB LN Equity,EQ0011225000001000,0.569315,-2.61015359061601e-05
RUKM150 Index,ETO LN Equity,EQ0000000003391970,0.345639,-1.58466029686013e-05
RUKM150 Index,BLND LN Equity,EQ0011127700001000,1.748516,-8.0164677123377e-05
RUKM150 Index,GN5 ID Equity,EQ0015433600001000,0.458425,-2.10175326449882e-05
RUKM150 Index,UTG LN Equity,EQ0086116100001000,0.593186,-2.71959559787314e-05
RUKM150 Index,CINE LN Equity,EQ0000000002515026,0.709458,-3.2526709222333e-05
RUKM150 Index,DC/ LN Equity,EQ0000000009693098,0.495593,-2.27215838056991e-05
RUKM150 Index,LRE LN Equity,EQ0000000002125972,0.301716,-1.38328535300545e-05
RUKM150 Index,888 LN Equity,EQ0000000001945282,0.185848,-8.52062258167805e-06
RUKM150 Index,RMG LN Equity,EQ0000000031964230,1.228399,-5.63187349807947e-05
RUKM150 Index,PLP LN Equity,EQ0000000034592395,0.191925,-8.79923641356678e-06
RUKM150 Index,MERL LN Equity,EQ0000000032239447,0.722487,-3.31240532433431e-05
RUKM150 Index,BME LN Equity,EQ0000000035504606,0.912449,-4.18332914749126e-05
RUKM150 Index,SNN LN Equity,EQ0000000042048688,0.238235,-1.09224232746442e-05
RUKM150 Index,PTEC LN Equity,EQ0000000002316674,0.586358,-2.68829108505207e-05
RUKM150 Index,BBY LN Equity,EQ0011120000001000,0.515986,-2.36565470891789e-05
RUKM150 Index,BVS LN Equity,EQ0031008900001000,0.407994,-1.87054092031615e-05
RUKM150 Index,DLN LN Equity,EQ0011147100001000,0.82536,-3.78404989777334e-05
RUKM150 Index,SXS LN Equity,EQ0011156700001000,0.820989,-3.76401005806319e-05
RUKM150 Index,GOG LN Equity,EQ0014342100001000,0.181747,-8.33260294623693e-06
RUKM150 Index,HWDN LN Equity,EQ0011196000001000,0.836303,-3.83422056031009e-05
RUKM150 Index,MGGT LN Equity,EQ0011194600001000,1.013358,-4.64596931800402e-05
RUKM150 Index,RDW LN Equity,EQ0014808200001000,0.33782,-1.54881232003706e-05
RUKM150 Index,RSW LN Equity,EQ0011216800001000,0.480476,-2.20285106945156e-05
RUKM150 Index,SNR LN Equity,EQ0011224300001000,0.337492,-1.54730852973166e-05
RUKM150 Index,TW/ LN Equity,EQ0011236400001000,1.543142,-7.07488408373285e-05
RUKM150 Index,WEIR LN Equity,EQ0011250500001000,1.276529,-5.85253638649159e-05
RUKM150 Index,DPH LN Equity,EQ0119799800001000,0.732134,-3.35663418127409e-05
RUKM150 Index,SYNT LN Equity,EQ0011256800001000,0.371766,-1.70444544719347e-05
RUKM150 Index,PAGE LN Equity,EQ0726321200001000,0.463975,-2.12719849680065e-05
RUKM150 Index,BKG LN Equity,EQ0011119000001000,1.250059,-5.73117867495474e-05
RUKM150 Index,IGG LN Equity,EQ0000000000710743,0.82635,-3.7885887770488e-05
RUKM150 Index,ESNT LN Equity,EQ0000000001760430,0.333029,-1.52684689517975e-05
RUKM150 Index,RTO LN Equity,EQ0011217100001000,1.716373,-7.86910084713448e-05
RUKM150 Index,ASHM LN Equity,EQ0000000002805312,0.379131,-1.73821195816699e-05
RUKM150 Index,INVP LN Equity,EQ0000000000237560,0.911424,-4.17862980278686e-05
RUKM150 Index,PNN LN Equity,EQ0011229800001000,0.882464,-4.04585612216324e-05
RUKM150 Index,SVT LN Equity,EQ0011224900001000,1.243095,-5.69925063932411e-05
RUKM150 Index,SPD LN Equity,EQ0000000003266745,0.204301,-9.36664217026498e-06
RUKM150 Index,SGC LN Equity,EQ0011902000001000,0.158281,-7.25675101615612e-06
RUKM150 Index,DRX LN Equity,EQ0000000001265840,0.352998,-1.6183992994744e-05
RUKM150 Index,CPI LN Equity,EQ0011133500001000,0.700761,-3.21279755550734e-05
RUKM150 Index,INCH LN Equity,EQ0011177300001000,0.854924,-3.91959275322765e-05
RUKM150 Index,BDEV LN Equity,EQ0011116700001000,1.375764,-6.30750172477493e-05
RUKM150 Index,BWY LN Equity,EQ0011118100001000,0.980681,-4.49615420882797e-05
RUKM150 Index,TLW LN Equity,EQ0011243100001001,0.894242,-4.09985503136162e-05
RUKM150 Index,FGP LN Equity,EQ0017046400001000,0.267694,-1.22730378663194e-05
RUKM150 Index,HLMA LN Equity,EQ0011168700001000,1.376561,-6.31115575182801e-05
RUKM150 Index,HMSO LN Equity,EQ0011169100001000,1.100893,-5.04729335575916e-05
RUKM150 Index,IMI LN Equity,EQ0011176900001000,0.804965,-3.69054439997227e-05
RUKM150 Index,ROR LN Equity,EQ0011219200001000,0.770238,-3.53133060138744e-05
RUKM150 Index,SRP LN Equity,EQ0011224400001000,0.285169,-1.30742188293366e-05
RUKM150 Index,RWI LN Equity,EQ0011225300001000,0.126242,-5.78785047972644e-06
RUKM150 Index,SHI LN Equity,EQ0011225700001000,0.219383,-1.00581106271592e-05
RUKM150 Index,SMDS LN Equity,EQ0011228600001000,1.3802,-6.32783957171024e-05
RUKM150 Index,VCT LN Equity,EQ0017145000001000,0.629958,-2.88818516223405e-05
